agency_name_web_scraped_list,placeId,placeId_1,placeId_2,placeId_3,placeId_4,placeId_5,placeId_6,placeId_7,placeId_8,placeId_9,placeId_10,placeId_11,placeId_12,placeId_13,placeId_14,placeId_15,placeId_16,placeId_17,placeId_18,placeId_19,placeId_20
VA MS Centers of Excellence,ChIJcUzGx_tKtokR5m2DAYBDUEo,ChIJcUzGx_tKtokR5m2DAYBDUEo,ChIJPa1l12yWuokRNxTxI4ubdjg,ChIJC6QGYRMXsocRosV4NGSCkFw,ChIJ47cMlK3twogR8Sk6zE72QdQ,ChIJk4j8PMgMTYgRUqD-IpmIfzE,ChIJQUafR6JqsYkR5HKP4F_tMxE,ChIJfTRdtnVkZIgR4I86rANGYgQ,ChIJLbkG7gZ754gR2icRTWj9wDg,ChIJBWaO4ZIpwokRRzu8_LHCrzo,ChIJaVGdPeobiYgRFzH3YwdUZs4,ChIJTZQxK0UKlVQRYuC7P9KCDBc,ChIJn6RC1AN744kRfxGKXsc2yoQ,ChIJXb_SQgRZwokRLQbyieWqWWU,ChIJP1QEjJl544kRJfI8hrtmqqY,ChIJjZth4O1KtokRkTsYYD9LT9k,ChIJt-2Hzmh-1YcRxoa2rgXwL0s,ChIJd3JhB0ivlVQRmINP0AY27BI,ChIJ1fVvRbe3t4kRdI87Mm34uvE,ChIJE-kDJaKfVogRqJR5iJaIgBU,ChIJIyU3WKJmZIgRIR8ioRc9GV0
VA Montana Healthcare System,ChIJS9NNWk2rXFMRdk8-CbtTt-U,ChIJS9NNWk2rXFMRdk8-CbtTt-U,ChIJS9NNWk2rXFMRbz_aFSD9Ql8,,,,,,,,,,,,,,,,,,
"VA Medical Center, Denver",ChIJAQBArB18bIcRvZyKBegOCB8,ChIJAQBArB18bIcRvZyKBegOCB8,,,,,,,,,,,,,,,,,,,
VA Medical Center San Francisco,ChIJa_d9WbKHhYARdNmJEtzGc48,ChIJa_d9WbKHhYARdNmJEtzGc48,ChIJhyUb8rKHhYARPoUhF5LGv6w,ChIJ4bVvwH6AhYAR0gPWLUwh-AQ,,,,,,,,,,,,,,,,,
VA Medical Center Roseburg,ChIJtwBgbskixFQRIFPor-Z5xbk,ChIJtwBgbskixFQRIFPor-Z5xbk,,,,,,,,,,,,,,,,,,,
VA Medical Center - Boise,ChIJ8frwuh35rlQRxuw9ruK0g5E,ChIJ8frwuh35rlQRxuw9ruK0g5E,,,,,,,,,,,,,,,,,,,
VA Medical Center,ChIJAQBArB18bIcRvZyKBegOCB8,ChIJAQBArB18bIcRvZyKBegOCB8,ChIJuxIvpD4cR4cRWaUOFCXqmyg,ChIJZwbnGbhibIcRR7ehlb_jdH0,ChIJR_GKGbhibIcRxmsPI56wbMw,ChIJV6L8cSaiE4cRR_wV5KkzGO0,ChIJL4vrB6VLaYcR8MPkEA6FYuo,ChIJq6pqruasbocR5_szXY_6UqQ,ChIJzRy3CcGEa4cR2cPB9HunNyA,ChIJg5s_6zNPE4cRs8Y0V8WS1BM,ChIJsaUmaMQCPIcRtRfivsjcevs,ChIJ36v7r59ibIcRDwBhtKzkiWc,ChIJadCo59cXFYcRmm8rIlnKyZM,ChIJG0W84aRLaYcRlM-imiPK6pk,ChIJ0_5mJfaPO4cRhsTlu_GFeTg,ChIJfz0tfHh-bIcRp56IUwagIh8,ChIJzfAqIk3wEIcR1aSSSF6fmtc,ChIJy3Y_eVp8bIcRVluchfT13FY,ChIJIT-IeNlNdkARqc4xk9I5A2M,ChIJw_j5N_ThR4cReLcW6SUAMkI,ChIJN4V0B997FocR1mgZ_sEbPWo
VA Loma Linda Healthcare System,ChIJJWss3n-r3IAR5TIuSvs5rxs,ChIJJWss3n-r3IAR5TIuSvs5rxs,,,,,,,,,,,,,,,,,,,
VA Hospital Spokane,ChIJU2qNwIUZnlQRGf3SHSVjuhE,ChIJU2qNwIUZnlQRGf3SHSVjuhE,,,,,,,,,,,,,,,,,,,
VA Hospital Renal Dialysis Unit,ChIJIV-HX9hBkFQRhdcTjAejW38,ChIJIV-HX9hBkFQRhdcTjAejW38,,,,,,,,,,,,,,,,,,,
VA Hospital Los Angeles,ChIJlXZ7aGO7woARyDPcf0c0GM4,ChIJlXZ7aGO7woARyDPcf0c0GM4,,,,,,,,,,,,,,,,,,,
VA Hilo Community Outpatient Clinic,ChIJb_nD_aBLUnkRI7gX3OKa4Xs,ChIJb_nD_aBLUnkRI7gX3OKa4Xs,,,,,,,,,,,,,,,,,,,
VA Diamond View Outpatient Clinic,ChIJwQUyqOS9nYARDcOqnXtl698,ChIJwQUyqOS9nYARDcOqnXtl698,,,,,,,,,,,,,,,,,,,
VA Clinic,ChIJIX_nIsZI34cROTYmBbgKIIw,ChIJIX_nIsZI34cROTYmBbgKIIw,ChIJpXOH7Ru9uokRsnHhX1FFiUc,ChIJw6km4w1rxkcROhmhfrtDEG0,ChIJB0XlVxe6t4kRHdeY_HZBnW0,ChIJw2rokxu12IcRxiIP1z9klWs,ChIJjd-CDvzoxUcRxpge_NQJZLY,ChIJxZ84Ls9vToYRqaoGZ_6aXA0,ChIJ4wfaMKHMSYYRYxGAq1wpOgY,ChIJY7PbCD-JVogRRmfZIs0-nzA,,,,,,,,,,,
VA Blind Center - Long Beach,ChIJH6KtBRMx3YARD_u9HKJggSA,ChIJH6KtBRMx3YARD_u9HKJggSA,ChIJrc-vWdEx3YARE93l8lYDo9Y,ChIJobaK6hs03YARIpft39bSBwQ,,,,,,,,,,,,,,,,,
VA Black Hills Health Care System,ChIJyT5kiUNbLVMRp1DfIKmd-50,ChIJyT5kiUNbLVMRp1DfIKmd-50,,,,,,,,,,,,,,,,,,,
VA Anchorage,ChIJt9v_0CiUyFYRyxHD3jmvmzI,ChIJt9v_0CiUyFYRyxHD3jmvmzI,ChIJRYzvJi-UyFYRCTyhmN-QHhk,,,,,,,,,,,,,,,,,,
VA American Lake Blind Rehabilitation Center,ChIJx-Mf1bEHkVQRt8IUYrrUzaA,ChIJx-Mf1bEHkVQRt8IUYrrUzaA,ChIJdfRJOuEGkVQRU7GwzsNasPc,ChIJEQjS1thBkFQR-Vphs0JrVVA,,,,,,,,,,,,,,,,,
VA,,,,,,,,,,,,,,,,,,,,,
UW School of Dentistry,ChIJjZ5AeOwUkFQRInBOKR_Lw_o,ChIJjZ5AeOwUkFQRInBOKR_Lw_o,,,,,,,,,,,,,,,,,,,
UW Medicine Vascular and Endovascular Surgery Clinic at Harborview,ChIJ9bMvN7hqkFQRK_mld603Kh8,ChIJ9bMvN7hqkFQRK_mld603Kh8,,,,,,,,,,,,,,,,,,,
UW Medicine Prosthetics & Orthotics Clinic at Eastlake,ChIJK0P1-DAVkFQROUCESX1YXY8,ChIJK0P1-DAVkFQROUCESX1YXY8,,,,,,,,,,,,,,,,,,,
UW Medicine Primary Care at Belltown,ChIJ31vhZk4VkFQR2J6-_FCU_UY,ChIJ31vhZk4VkFQR2J6-_FCU_UY,,,,,,,,,,,,,,,,,,,
UW Medicine Harborview Primary Care at Hobson Place Clinic,ChIJcR-qTu5rkFQRn674bpLBcoo,ChIJcR-qTu5rkFQRn674bpLBcoo,,,,,,,,,,,,,,,,,,,
UW Medical Center - Roosevelt,ChIJjxyNwQkUkFQRklzZ-Bku24c,ChIJjxyNwQkUkFQRklzZ-Bku24c,,,,,,,,,,,,,,,,,,,
UW Medical Center - Northwest,ChIJI1Wxyk0RkFQRyQVF43TiAgs,ChIJI1Wxyk0RkFQRyQVF43TiAgs,,,,,,,,,,,,,,,,,,,
UW Medical Center - Montlake,ChIJEU9wSOwUkFQRxUjYrb-PTJE,ChIJEU9wSOwUkFQRxUjYrb-PTJE,ChIJf-UpUOwUkFQROkyQb9Oxigk,,,,,,,,,,,,,,,,,,
UW Medical Center,ChIJEU9wSOwUkFQRxUjYrb-PTJE,ChIJEU9wSOwUkFQRxUjYrb-PTJE,ChIJoeEUd-c6b4cR2qB_8vC53g8,ChIJX9qDiesUkFQRyHeZBAvA0Kw,ChIJI1Wxyk0RkFQRyQVF43TiAgs,ChIJjxyNwQkUkFQRklzZ-Bku24c,ChIJEU9wSOwUkFQRwj3Ie3r66L0,ChIJEU9wSOwUkFQRr4net2GBJhQ,ChIJeae7SfKsB4gRqiyq2GJJuGs,ChIJIUX7Mt1skFQRt8PHyCkIAS4,ChIJTy829bpbkFQR0-5oenQ0Uho,ChIJnfz4VnwQkFQRhkczPXeQy7o,ChIJEU9wSOwUkFQR5_1vQ1EduN4,ChIJH812S4UVkFQR86G4n7lGTio,ChIJtZRBUPQUkFQRZdmRDl51ZMk,ChIJAX3mCLhqkFQRGBRcQY1G9Gw,ChIJ7w3EijcVkFQRyIZDeOQLa14,ChIJU1qeaM2sB4gRfT0b1oe0XfE,ChIJ1XIJAapukFQR3ZX7miWe1rU,ChIJXd39eIgUkFQRsj7TLLbEqXA,ChIJ7eNavZ9vkFQRzKO_c3qTQvg
UW Institute on Human Development and Disability,ChIJ83nY_lgUkFQRueMkaMeGbwM,ChIJ83nY_lgUkFQRueMkaMeGbwM,,,,,,,,,,,,,,,,,,,
UTMB Primary and Specialty Care,ChIJC8lLM_uCQIYRWdGIhf2fEts,ChIJC8lLM_uCQIYRWdGIhf2fEts,ChIJaYMsXxmDQIYRhcomvUOoBu8,ChIJqQfgaE-PQIYRNzajNFc7MRo,ChIJy04PX2R-P4YRW8vvkwsMaE8,ChIJ2U8aNY2cQIYRCdde0a0gkRg,ChIJy4qdTOWCQIYRZUqKQWAaON0,ChIJkZZ7odaaQIYRDYemDUE8Iyo,,,,,,,,,,,,,
Utah Valley Rheumatology,ChIJFV1sCHuQTYcRY6PNR32e3J8,ChIJFV1sCHuQTYcRY6PNR32e3J8,,,,,,,,,,,,,,,,,,,
Utah Valley Regional Med Ctr,ChIJ986XXqeQTYcR-BGHLecpL1s,ChIJ986XXqeQTYcR-BGHLecpL1s,ChIJBfuc4wmaTYcRQhbtRaUHek8,,,,,,,,,,,,,,,,,,
Utah Valley Pediatrics,ChIJiVZazqOQTYcR-z2Vnp7FVS8,ChIJiVZazqOQTYcR-z2Vnp7FVS8,ChIJyWu-eE6BTYcR5aWZnsUcn8w,ChIJx-AQKFF-TYcRLY22ujzaB40,ChIJ5avZD6eQTYcR_u-P09xZL7s,ChIJ2XHsaCiFTYcRuAK1eoHfaLc,ChIJ6RoItlikTYcRdUlEgCsTMCQ,ChIJeWwTS-C8TYcREuNraBf75lg,ChIJRQVv19OaTYcRG8QMLJJFhcM,ChIJ0eZBZk59TYcRVI4FXWGsnEk,ChIJwfMjAihxTIcREM-MgE6BM3c,ChIJQ1zReUm9TYcR9CnHaaXAR40,ChIJfeII4h29TYcRugW-dlMq0kY,,,,,,,,
Utah State University,ChIJ7Uuo731-VIcRHL1k1uZNQPw,ChIJ7Uuo731-VIcRHL1k1uZNQPw,,,,,,,,,,,,,,,,,,,
Utah Navajo Partners,ChIJT3f2HIzuOYcRDdclzCx6k78,ChIJT3f2HIzuOYcRDdclzCx6k78,ChIJjQ3TA3_UOYcRMs8pOemDR44,,,,,,,,,,,,,,,,,,
Utah Navajo Health System,ChIJT3f2HIzuOYcRDdclzCx6k78,ChIJT3f2HIzuOYcRDdclzCx6k78,,,,,,,,,,,,,,,,,,,
Utah Honor Flight,ChIJzfkTj8drTIcRP0bXbKVK370,ChIJzfkTj8drTIcRP0bXbKVK370,,,,,,,,,,,,,,,,,,,
Utah CAncer Specialists,ChIJO9KDpm-KUocRPlQ5q5I66rE,ChIJO9KDpm-KUocRPlQ5q5I66rE,ChIJt4ufeiWKUocRZWH3C85Z2DY,ChIJxb9XX4MDU4cRr6Zq6pysj9E,ChIJmTUt3VAFU4cRXcbGs30Agj4,ChIJDY54Xz2PUocRTJYBE7WUZMs,ChIJkSioQ3aKUocRbsE1OKKf20o,ChIJSxSkCQCFTYcR6XxZQf7t8-Y,ChIJz-3o0_b3UocRbvq2dkjtyLQ,ChIJJ6Z46wmaTYcRB6STgeMYDQ4,ChIJJUQbtqaBTYcRR6fw1pi9LyE,ChIJ2ZmHyGb1UocRp0xDLWYkI3g,ChIJV5EC98qNUocRitJpVt6vPxg,,,,,,,,
Utah Cancer Specialist,ChIJO9KDpm-KUocRPlQ5q5I66rE,ChIJO9KDpm-KUocRPlQ5q5I66rE,ChIJxb9XX4MDU4cRr6Zq6pysj9E,ChIJt4ufeiWKUocRZWH3C85Z2DY,ChIJDY54Xz2PUocRTJYBE7WUZMs,ChIJmTUt3VAFU4cRXcbGs30Agj4,ChIJJ6Z46wmaTYcRB6STgeMYDQ4,ChIJV5EC98qNUocRitJpVt6vPxg,ChIJz-3o0_b3UocRbvq2dkjtyLQ,ChIJkSioQ3aKUocRbsE1OKKf20o,ChIJ2ZmHyGb1UocRp0xDLWYkI3g,ChIJi1d__Te8UocREqdq-Cg50Vw,ChIJJUQbtqaBTYcRR6fw1pi9LyE,ChIJSxSkCQCFTYcR6XxZQf7t8-Y,ChIJCWvkwJdfUocR-Qb1nFr0RMk,ChIJg-oyTt9hUocRWPjPsRJR87Y,,,,,
Utah Blood and Marrow Transplant Program,ChIJHbbG15ZfUocRJqKrucn11aQ,ChIJHbbG15ZfUocRJqKrucn11aQ,ChIJXQMMEJdfUocR_hvFcZMXtjo,ChIJCWvkwJdfUocR-Qb1nFr0RMk,ChIJ2ai6LZZfUocRoY7rYM2iUPE,ChIJEdt2jpdfUocR5PwX1TvP01k,ChIJQwc8yKGJUocRFTH2uXFvx4s,ChIJa8EUzeb-UocRDMyVD9-dqL0,,,,,,,,,,,,,
UT Southwestern Simmons Comp. Cancer Center,ChIJ7-Nd8xucToYRaWjXKjtBGbM,ChIJ7-Nd8xucToYRaWjXKjtBGbM,ChIJb7_MEU2RToYRTgNDfMWq1fc,,,,,,,,,,,,,,,,,,
UT Southwestern Medical Center,ChIJmeWIsAScToYRCxWy-DTqYy4,ChIJmeWIsAScToYRCxWy-DTqYy4,,,,,,,,,,,,,,,,,,,
UT Health Science Center Cancer Therapy and Research Center,ChIJoSwpL1ZnXIYRUBREqXdO8y8,ChIJoSwpL1ZnXIYRUBREqXdO8y8,ChIJuawHj1dnXIYRpbqJ5Rxt6LQ,ChIJJUgYQlZnXIYRpE9t9OQc-Pc,ChIJv6-wf6KRRIYRclBLUHvj9Iw,ChIJnS9zQ_5dXIYRAsKHir6Poi4,ChIJvdeYAUBnXIYRFWWIzKg2XyQ,,,,,,,,,,,,,,
USU Early Childhood Education and Research Center Building,ChIJqZRYSbV_VIcRpkS6Hujf7s0,ChIJqZRYSbV_VIcRpkS6Hujf7s0,,,,,,,,,,,,,,,,,,,
Use Dogs,ChIJbeYdY2s9woARQVZqT22uZtQ,ChIJbeYdY2s9woARQVZqT22uZtQ,ChIJ30mQWs8em4AR1AOg7iCiD30,ChIJuZQ_UNd9hYARIFYPXyQCxV4,ChIJqRDq16B-hYARZrDOI9wNykk,ChIJAQAw3XDDwoARpBhs0XTiEO0,ChIJieNAwMGPwoARVlM1ieOhY8Y,ChIJ1zlevkez3IARCbrtzJXF7Os,ChIJMwVAGiB5hYARUD_PiQTodk0,ChIJI-VGfd9dhYARZ_j8Sfz0jac,ChIJi132zKNhhYARwqQwARHtGc8,ChIJ5-QAqe99hYARxZAHV73ylzg,ChIJc0ob-l6Hj4AR7m44DiuPp3Q,ChIJJf1shE2x6YARtuDmQiSSu3U,ChIJjxtZ-e8v3YARGCEOq-q6uRg,ChIJIeCZm8esSA8R_TST1lu_SMU,ChIJMz7Om5H024ARGo4Bq8UKHhk,,,,
USCG Air Station Sitka Medical Clinic,ChIJNfRffLFnBFQR3zDdmPExAm0,ChIJNfRffLFnBFQR3zDdmPExAm0,ChIJqeIXE6tnBFQR5i1OYTKQUD4,,,,,,,,,,,,,,,,,,
USC Urology,ChIJ50Z2yqrFwoARwfqLsb-e6xs,ChIJ50Z2yqrFwoARwfqLsb-e6xs,ChIJ7zUIpQXqwoARrnYSHrBIdkc,ChIJvTeDLU3GwoARsAG7D_bdrKg,ChIJCwISe8VD6oARChO7vz2__Ts,,,,,,,,,,,,,,,,
USC Roski Eye Institute,ChIJ38fFInTGwoARysSG4yGP2Rw,ChIJ38fFInTGwoARysSG4yGP2Rw,ChIJITbAI9_FwoARMNMNzpqaAko,ChIJrTEEQt3bwoARNPX6_FVu6r8,ChIJ47laU-THwoARB8r6nm52K10,,,,,,,,,,,,,,,,
USC Pain Center,ChIJza83KtnFwoARdVzQ3Gi3ccA,ChIJza83KtnFwoARdVzQ3Gi3ccA,,,,,,,,,,,,,,,,,,,
USC Norris Comprehensive Cancer Center,ChIJUY2_xt7FwoAR4Lao5QbmO0g,ChIJUY2_xt7FwoAR4Lao5QbmO0g,,,,,,,,,,,,,,,,,,,
USC Medical Center,ChIJl9YownXGwoARQB-wmzyy1gY,ChIJl9YownXGwoARQB-wmzyy1gY,ChIJJz9hwN7FwoAREgckpd58MJw,ChIJr4q1GXXGwoARodlUqKrbuuc,ChIJg6NduobFwoARG7jbvfMArMk,ChIJ9bpj1N7FwoAR3rlpurQZapg,ChIJhSJH9eTHwoARXvSiG9qbxZ0,ChIJpQL47XXGwoARyD-2fupW-Og,ChIJDWFjKN_FwoARmAxjM1c9Jhs,ChIJaxykLNnFwoARRv-P5r-7sqs,ChIJg3VQKt_FwoARN6gzg-e7w-g,ChIJv4ADY7nHwoARAHNfcHIEvDs,ChIJza83KtnFwoARdVzQ3Gi3ccA,ChIJDWFjKN_FwoAR8xHOHcS2jPU,ChIJOXqdHHXGwoARwxRnkgytqYw,ChIJUQliz97FwoARqt9jIGm9rNY,ChIJX32o3d7FwoARDK7RklBoCjE,ChIJvTQfJN_FwoARk3JVYSs2hzc,ChIJz6TScXXGwoARqn2Rslz4uuI,ChIJPSrxX8_HwoARCaGv06wFkXQ,ChIJBfRXrXTGwoARnG-he5IdF8s
USC Keck School of Medicine,ChIJDWFjKN_FwoARmAxjM1c9Jhs,ChIJDWFjKN_FwoARmAxjM1c9Jhs,ChIJr4q1GXXGwoARoJwXFZBYxTA,,,,,,,,,,,,,,,,,,
USC Keck Newport,ChIJga8fmGUh3YAR-VewG2lJcos,ChIJga8fmGUh3YAR-VewG2lJcos,ChIJo8PEFxUh3YARniSm6E1-7QE,,,,,,,,,,,,,,,,,,
USC Keck Hospital - Facial Plastic Surgery,ChIJCUYQTkbFwoARIFbzrmsCD9s,ChIJCUYQTkbFwoARIFbzrmsCD9s,ChIJr_bT0AfFwoARDdDZfEGhmcc,,,,,,,,,,,,,,,,,,
USC Huntington Plaza,ChIJ___vDOPHwoARWejaUZ4vQEo,ChIJ___vDOPHwoARWejaUZ4vQEo,,,,,,,,,,,,,,,,,,,
USC Department of Neurology,ChIJTVX6pHXGwoARkAAd0GtwSe4,ChIJTVX6pHXGwoARkAAd0GtwSe4,ChIJ4_O-ShLFwoAR3ZbU4x8oOEw,ChIJza83KtnFwoARopy5Eq-q88o,ChIJza83KtnFwoARUknDG7DWqmE,ChIJ38fFInTGwoAREggPsZPnjpQ,,,,,,,,,,,,,,,
USC Cardiothoracic Transplant,ChIJlfcXBeLFwoAR0ozuSeTAL7s,ChIJlfcXBeLFwoAR0ozuSeTAL7s,ChIJ-afocoLEwoARcJfV9kV3YQA,ChIJ-ZRm1N7FwoARYz-MmZgpOWM,ChIJPwX8dADFwoARtetIsv53nLk,ChIJaxykLNnFwoAR-5op8xX2Ysw,ChIJWSZnrwnFwoARGAyTCy4yEFs,ChIJGaRjMK3AwoARiHtNJWYbbZ8,ChIJA_I7YCfryIARmF9l_olcgQQ,ChIJza83KtnFwoARVbFYgou0mTw,,,,,,,,,,,
USC,ChIJ7aVxnOTHwoARxKIntFtakKo,ChIJ7aVxnOTHwoARxKIntFtakKo,ChIJG6ayLCi7-IgRTvV4IVRzvXg,ChIJuyyG097FwoAR0FbYvww6EFs,ChIJR60x6hjHwoAR_H43l0gkzVg,ChIJDcIm7eTHwoARAbescWkwKrk,ChIJeRl5H8nHwoARX-Mg8IXnBhg,ChIJDWFjKN_FwoARmAxjM1c9Jhs,ChIJ92Y9FePHwoARVbhMsyYq6G0,ChIJLTznYfvHwoARKXuvMlgK_eY,ChIJibk9cOPHwoARe1LZn7ZdFgc,ChIJpeJfGubHwoARLl4Fpq86ydU,ChIJ4x3Wd9dWwokRe_HPWgMjB20,ChIJbZDjinXGwoARMLpdhaZjjYg,ChIJlWgfE-PHwoAR2GYzJyk9CR8,ChIJj28tVfvHwoARv4EE6wfHPX8,ChIJN-9J8rYN_IgR3ucxfaLnhDI,ChIJ7aVxnOTHwoAR_cVRcSQLTOk,ChIJ0b49cOPHwoARXZV1mm6t6cI,ChIJX1NVnOHHwoARteMITdTuCpE,ChIJeasMwXHHwoARzUSS1UQB8vg
US HAEA Angioedema Center,ChIJVaRJkdMG3IAR_cfv5RaBNU8,ChIJVaRJkdMG3IAR_cfv5RaBNU8,,,,,,,,,,,,,,,,,,,
US Dept. of Vetern Affairs,ChIJHZZidcaXyFYRTHchbxfD6GQ,ChIJHZZidcaXyFYRTHchbxfD6GQ,,,,,,,,,,,,,,,,,,,
Urology of Nevada,ChIJy-0vdrFBmYAR6b-QpoR0rjg,ChIJy-0vdrFBmYAR6b-QpoR0rjg,ChIJs4n9fvwUmYARYxjeoWwJyf8,ChIJncMLcLs_mYARY98D42XxSuU,ChIJDZYWv5rqyIAR-lP8GFy5GFs,ChIJBTsGo3JAmYARB_u9mk1G4Ok,ChIJtUB4SxHByIARSYyt0R_tbGQ,ChIJQ73bOaY5mYARsTr8GN7_49U,ChIJ-zLm3mq5yIARfrz-Lrk8Spc,ChIJo5GhTinOyIAR61DyI8DOwSc,ChIJDX_A378_mYARHxHLtRTRqT0,ChIJ78LGgBwVmYARCDYlN9w5gN8,ChIJ78LGgBwVmYAR6MF5SmnDy18,,,,,,,,
Urology Associates,ChIJv6RkQWQbsocRjwNrP3QzpFA,ChIJv6RkQWQbsocRjwNrP3QzpFA,ChIJU453fbhmZIgRgzdQZyAYF7A,ChIJGwvyXY2ym4gR_ORetICUyOo,ChIJbcmrkI71qYkR22iuV2NpCnw,ChIJV-K3xBOFbIcRoVc3QvDPYIs,ChIJhUVODYCBbIcR71AfjiHqRKU,ChIJrXKfSLaoBYgRikKRHwbC-3c,ChIJcUoi6JcNTYgRjDV9HaIqrjU,ChIJ3xbJc2hPmogR4XqVFpSkbXc,ChIJXZsgEh9HZIgRkRblMTG0IT8,ChIJoZzB0dL6AogRrfnEnjM_Hog,ChIJ-36Dxazx7IARbEyl2QdKw4Y,ChIJpS60CuyBt4cRiQPB2VHkl3A,ChIJpdZJfil5ZIgRL1TM1yDFzk4,ChIJ6cxMp0k04ocRz_BDsoH9lNw,ChIJyerk9kYwwokR-cU5LOCwldA,ChIJQ-iN_QswZIgRiAvWyp85PzY,ChIJC9tZvcS_woAREdVrx_AQdBo,ChIJqbivb-L3m4gRaXz2QUdKgQM,ChIJLYawG6l8x4kRxhOiPxmab58
Urological Associates,ChIJ6cxMp0k04ocRz_BDsoH9lNw,ChIJ6cxMp0k04ocRz_BDsoH9lNw,,,,,,,,,,,,,,,,,,,
Urgt Preventive Primary & Complete Care,ChIJeXvPcjIvLYcRVcDwPGKjGYA,ChIJeXvPcjIvLYcRVcDwPGKjGYA,ChIJbQX9veAt34cRIkb63qkBr90,ChIJ3R4HU8cXw4gREE06IZFJbQU,ChIJCQ0w9KEBx4kRmbMO11sjIl0,ChIJRzdYCrypx4kRtvlxw9UuPqA,ChIJC6Wtlkd754gRnqTh0J7SsyU,ChIJ8_H5B4DJt4kRwb6IwnkbixE,ChIJCXHdmXL9xokRh6KuOiAFeTs,ChIJWT7N878zW4YRNcLHkFX1imo,ChIJPxb-XtvPt4kRtpJLckSMEy4,ChIJC4KP-MXIt4kRUb3klwDByxQ,ChIJ__-_g-q8t4kRp0lueZ3HObo,ChIJbalqFtS3t4kRRHvANyaGiPQ,ChIJf--6UyMciYgRKCekAw5MVgw,ChIJn_E1uVcKVFMR-HR9DSAygTA,ChIJ7aN-gIQVTIYRDTS2A4AtUZ0,ChIJPUHxhcq1t4kRsmUEABWoPbo,ChIJqc8-lADKt4kRGxTo0aE9yrI,ChIJfeiQTFD_3YYRIdPZQPRzmRo,ChIJR6TI3K_Bw0URDp8DIL3UtfI
Upstream Family Medicine,ChIJLdwQJd5jxlYRPKLz9fHnnXk,ChIJLdwQJd5jxlYRPKLz9fHnnXk,,,,,,,,,,,,,,,,,,,
UPMC Presbyterian,ChIJj5g2AybyNIgR9HMmI_jnrrs,ChIJj5g2AybyNIgR9HMmI_jnrrs,,,,,,,,,,,,,,,,,,,
UNM Pain Clinic,ChIJEQIzMVYLIocRhXG0Y_pFRsU,ChIJEQIzMVYLIocRhXG0Y_pFRsU,ChIJe3Dw1tRzIocRc_hWs0oIchM,ChIJ6yaU9bUNIocRj3ZZlCR1Hss,,,,,,,,,,,,,,,,,
UNM Internal Medicine,ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJF-HUz2gLIocRF7om8LBB_fc,ChIJZfXwt1wLIocRbR-UwktkWFI,ChIJN2hZzpwMIocRUTjZn14uO6Y,ChIJWVwcjFkLIocRgKDBq_vAUM0,ChIJ_ySNt1cLIocRvOlOHpNIOCI,ChIJT9jwvHJ1IocRMAVTejJ_XzM,ChIJrykjmEQLIocRDe7TdJ0I8Cc,ChIJR12JEuZ0IocRrTc9OwFlpso,ChIJN2eNFVsLIocRLCaFGGkToG4,ChIJWVwcjFkLIocRm-SqwZ9v2gg,,,,,,,,,
UNM Family Health,ChIJ_ySNt1cLIocRvOlOHpNIOCI,ChIJ_ySNt1cLIocRvOlOHpNIOCI,ChIJWVwcjFkLIocRgKDBq_vAUM0,ChIJT9jwvHJ1IocRMAVTejJ_XzM,,,,,,,,,,,,,,,,,
UNM Children's Hosp.-Peds Oncology,ChIJn9e6dOwNIocRtnU4z6pKGbk,ChIJn9e6dOwNIocRtnU4z6pKGbk,,,,,,,,,,,,,,,,,,,
UNM Cancer Research & Treatment Center,ChIJt1pXKFYLIocRuL_O2Yi7F_I,ChIJt1pXKFYLIocRuL_O2Yi7F_I,ChIJKbfboqkMIocR_WSEjSV6V08,,,,,,,,,,,,,,,,,,
University Physicians Healthcare,ChIJQTIsrpl61oYR1cYWzfQu0-g,ChIJQTIsrpl61oYR1cYWzfQu0-g,ChIJU8N2pBls1oYRUDBAi7XSQKA,ChIJI-8UD6Fv1oYReaB1bn2uCek,ChIJt2H5Myly1oYR9MH8Q_rsOCg,,,,,,,,,,,,,,,,
University Orthopaedics & Spine,ChIJKWjtUqkQ9YgR4N3RrVCKe8E,ChIJKWjtUqkQ9YgR4N3RrVCKe8E,ChIJaZexrlJb5IkRmpy4ZsOysHU,ChIJL9dpptIChogRjQDtISOv7No,,,,,,,,,,,,,,,,,
University of Wisconsin Hospital,ChIJeae7SfKsB4gRqiyq2GJJuGs,ChIJeae7SfKsB4gRqiyq2GJJuGs,,,,,,,,,,,,,,,,,,,
"University of Washington Medical Center, Montlake",ChIJEU9wSOwUkFQRxUjYrb-PTJE,ChIJEU9wSOwUkFQRxUjYrb-PTJE,ChIJEU9wSOwUkFQRr4net2GBJhQ,ChIJf-UpUOwUkFQROkyQb9Oxigk,,,,,,,,,,,,,,,,,
